Actual_Sales,Predicted_Sales,Residual
261.96,372.77848870092066,-110.81848870092068
731.94,857.9687737436831,-126.02877374368302
14.62,-75.78382307403126,90.40382307403127
957.5775,601.5319505336511,356.0455494663489
22.368,-42.2624587218063,64.63045872180629
48.86,200.75725465691312,-151.8972546569131
7.28,20.57192171752422,-13.291921717524218
907.152,666.8940878468709,240.25791215312915
18.504,-21.577018023561777,40.08101802356178
114.9,153.89985305495043,-38.99985305495042
1706.184,952.4729800606915,753.7110199393085
911.424,812.7101879453588,98.71381205464115
15.552,-17.317087200741526,32.869087200741525
407.976,475.4340571606467,-67.45805716064672
68.81,157.3082775945959,-88.49827759459589
2.544,41.38747149125061,-38.84347149125061
665.88,522.9116676336577,142.96833236634234
55.5,22.023814917457685,33.476185082542315
8.56,-71.60787457547372,80.16787457547372
213.48,222.52977935625017,-9.049779356250184
22.72,37.450982363571256,-14.730982363571258
19.46,186.7422426286662,-167.28224262866618
60.34,207.04562784459677,-146.70562784459676
71.372,45.743775037868545,25.628224962131455
1044.63,1238.4635712817535,-193.8335712817534
11.648,-79.74022415853005,91.38822415853005
90.57,68.66077388953477,21.909226110465227
3083.43,1094.8640805834898,1988.56591941651
9.618,-29.483269669071205,39.10126966907121
124.2,120.77649749494753,3.4235025050524683
3.264,-81.60359068248408,84.86759068248408
86.304,186.8525334104545,-100.5485334104545
6.858,171.59366622548328,-164.73566622548327
15.76,-51.44301886070889,67.2030188607089
29.472,-31.74031638753422,61.21231638753422
1097.544,749.8329115668887,347.7110884331114
190.92,188.2958040524236,2.6241959475763963
113.328,344.70965488026104,-231.38165488026104
532.3992,567.4038313436189,-35.00463134361894
212.058,218.5344009113187,-6.476400911318706
371.168,360.4186556841473,10.749344315852682
147.168,147.57307010282807,-0.4050701028280628
77.88,49.7108314789466,28.169168521053393
95.616,82.33066716457097,13.285332835429031
45.98,-20.844797018558438,66.82479701855843
17.46,-79.69688561448902,97.15688561448903
211.96,212.90977688813086,-0.9497768881308559
45.0,17.38966505661324,27.61033494338676
21.8,-55.15809363482231,76.9580936348223
38.22,139.63375396626907,-101.41375396626907
75.18,164.45037100582522,-89.27037100582521
6.16,-89.74304206000465,95.90304206000465
89.99,168.8325626618689,-78.84256266186891
15.26,184.09331671749396,-168.83331671749397
1029.95,876.2136715511816,153.73632844881843
208.56,254.52414872047416,-45.96414872047416
32.4,86.70218986029795,-54.30218986029795
319.41,294.87748466337507,24.532515336624954
14.56,-71.02103528036105,85.58103528036105
30.0,-36.031095933037705,66.0310959330377
48.48,57.472826466735114,-8.992826466735117
1.68,-148.38809346423886,150.06809346423887
13.98,-69.08763997598976,83.06763997598976
25.824,135.29449308770745,-109.47049308770745
146.73,148.53439773866012,-1.8043977386601284
79.76,94.5350813942498,-14.775081394249796
213.115,217.69273983232665,-4.5777398323266425
1113.024,743.7821763952328,369.2418236047671
167.968,173.15653265368883,-5.1885326536888385
75.88,43.308519693059225,32.57148030694077
4.616,-124.15779415114389,128.77379415114387
19.05,-23.35570404979353,42.40570404979353
831.936,559.7971120753583,272.1388879246417
97.04,96.15474554762613,0.8852544523738715
72.784,126.26533779940564,-53.48133779940564
1.248,34.8212025737223,-33.573202573722305
9.708,7.401722766401008,2.3062772335989923
27.24,-1.364663053905815,28.604663053905814
19.3,128.83543689679823,-109.53543689679823
208.16,564.368435001359,-356.208435001359
16.74,-38.47439154536846,55.21439154536846
14.9,79.90392834221097,-65.00392834221097
21.39,-66.54325178348518,87.93325178348518
200.984,296.7226662768094,-95.73866627680937
230.376,213.73952914807,16.63647085193
301.96,440.30161338990297,-138.341613389903
19.99,-68.57084475158763,88.56084475158762
6.16,-78.663876736568,84.823876736568
158.368,262.015748868125,-103.647748868125
20.1,-12.804716635869454,32.904716635869455
73.584,40.7422342716477,32.8417657283523
6.48,-127.97848474209763,134.45848474209762
12.96,-73.31786540330631,86.27786540330632
53.34,30.25514341246344,23.084856587536564
32.96,-39.626181705083354,72.58618170508336
5.682,-78.2183160761349,83.9003160761349
96.53,227.63222279740648,-131.10222279740648
51.312,16.179882193575395,35.1321178064246
77.88,173.19177896889505,-95.31177896889506
64.624,209.9342981627533,-145.3102981627533
95.976,79.42723029041258,16.548769709587418
1.788,38.70410449379142,-36.91610449379142
23.92,30.776859031639333,-6.856859031639331
238.896,255.4942612347552,-16.5982612347552
102.36,85.85640870500242,16.503591294997577
36.882,27.86179827768251,9.020201722317488
74.112,269.81902892272524,-195.70702892272524
27.992,-32.72813713598953,60.72013713598953
3.304,-127.14266593763136,130.44666593763137
339.96,323.5158548528316,16.4441451471684
41.96,-3.723627307644392,45.68362730764439
75.96,43.244138593297976,32.71586140670202
27.24,131.1353148702351,-103.89531487023511
40.096,555.6376241860345,-515.5416241860345
4.72,-79.4959744580733,84.2159744580733
23.976,-1.5028669541013642,25.478866954101363
130.464,211.2716354646675,-80.8076354646675
787.53,919.6148492797847,-132.08484927978475
157.794,387.2135194139712,-229.4195194139712
47.04,11.404713665586087,35.63528633441391
30.84,25.66909007727463,5.170909922725368
226.56,261.23058193161546,-34.67058193161546
115.02,321.84621761640074,-206.82621761640075
68.04,203.27623507245926,-135.23623507245924
600.558,653.5975283151489,-53.039528315148914
617.7,359.11995512815406,258.580044871846
2.388,-48.726686348524936,51.114686348524934
243.992,305.933181834665,-61.941181834665
81.424,55.19607255416372,26.227927445836286
238.56,241.64838153988694,-3.0883815398869388
59.97,113.63664770015703,-53.66664770015703
78.304,40.322085552569206,37.981914447430796
21.456,247.3480851940833,-225.8920851940833
20.04,-20.447064340214638,40.48706434021464
35.44,-23.328014304869384,58.76801430486938
11.52,26.44696372445469,-14.92696372445469
4.02,-91.65848855778813,95.67848855778813
76.176,55.212400423074996,20.963599576925006
65.88,163.33107053588196,-97.45107053588197
43.12,547.8655856042643,-504.7455856042643
82.8,58.13559786619567,24.66440213380433
8.82,-28.08197152165735,36.90197152165735
10.86,-31.850625422658595,42.710625422658595
143.7,140.45047613266138,3.2495238673386098
839.43,990.9415826049437,-151.51158260494378
671.93,513.0251649076957,158.9048350923042
93.888,119.58863394072955,-25.700633940729546
384.45,545.9024411894258,-161.45244118942577
149.97,151.4384013424958,-1.4684013424958096
1951.84,1262.8587929434368,688.9812070565631
171.55,210.07719243066117,-38.52719243066116
157.92,180.39296949147138,-22.47296949147139
203.184,255.64937178061564,-52.46537178061564
58.38,198.3615070927774,-139.9815070927774
105.52,107.81867962727642,-2.298679627276428
80.88,165.2166896525,-84.33668965250001
6.63,-13.985904801019387,20.615904801019386
457.568,713.0941138108822,-255.52611381088218
14.62,-63.32149492794497,77.94149492794497
944.93,720.9627855372723,223.9672144627276
5.98,-137.8681415546116,143.8481415546116
54.384,23.27212374462556,31.11187625537444
28.4,56.33464015101504,-27.93464015101504
27.68,-32.13459807896561,59.81459807896561
9.936,-15.62373775729975,25.55973775729975
8159.952,3192.013144995881,4967.938855004119
275.928,279.09374662738196,-3.1657466273819637
1740.06,936.6202511845646,803.4397488154353
32.064,154.02606904168715,-121.96206904168716
177.98,145.5399174980414,32.440082501958585
143.976,144.8868084344881,-0.9108084344881036
20.94,-15.95064567434315,36.89064567434315
110.96,108.47054219576012,2.4894578042398763
340.144,350.18547321607457,-10.041473216074564
52.448,60.21941431304003,-7.771414313040033
20.16,32.499843101151555,-12.339843101151555
97.264,123.27646307938721,-26.012463079387217
396.802,374.94265092169803,21.85934907830199
15.88,103.34954876517372,-87.46954876517373
3.28,-126.69762873800596,129.97762873800596
24.816,-41.42559932390782,66.24159932390782
408.744,397.407436988698,11.336563011302019
503.96,492.0721883767387,11.887811623261257
149.95,187.87806970130487,-37.92806970130488
29.0,-33.659291004127,62.659291004127
7.16,-84.79620540318479,91.95620540318478
176.8,309.7133132969441,-132.91331329694407
37.224,19.55380417172978,17.670195828270217
20.016,-5.168258242587626,25.184258242587624
899.136,818.1465432630625,80.98945673693743
71.76,162.03139205999491,-90.27139205999491
51.84,248.14615583932277,-196.30615583932277
626.352,688.6849910949471,-62.33299109494715
19.9,78.62473781299718,-58.72473781299718
14.28,175.85645254187966,-161.57645254187966
7.408,-67.44818129966666,74.85618129966666
6.048,-21.375511648403744,27.423511648403746
46.26,31.95456884872783,14.305431151272167
2.946,-42.42592956285398,45.37192956285398
16.056,-10.675347752029438,26.73134775202944
21.744,-6.772784602872662,28.51678460287266
218.75,252.45904744359223,-33.709047443592226
2.6,-137.53515421987913,140.13515421987913
66.284,81.21685267490284,-14.932852674902833
35.168,197.51619668014473,-162.34819668014472
444.768,414.1507607316237,30.617239268376295
83.92,99.78013920972239,-15.86013920972239
131.98,146.92027357469487,-14.940273574694885
15.92,23.97446032765629,-8.054460327656288
52.29,305.8042802872976,-253.51428028729762
91.99,178.54765898191113,-86.55765898191113
20.8,-53.72611595601734,74.52611595601734
23.68,-46.34689307071062,70.02689307071063
452.45,321.42659783635577,131.02340216364422
62.982,53.375293462444915,9.606706537555084
1188.0,427.2374746498938,760.7625253501062
89.584,72.89273492371262,16.69126507628738
93.06,183.0463504084919,-89.98635040849189
302.376,320.19980641083043,-17.823806410830457
5.584,-80.20192724238655,85.78592724238655
22.704,136.754073802201,-114.05007380220098
19.776,64.16433378858846,-44.38833378858847
72.704,87.72684695504608,-15.022846955046091
479.988,326.68015563524636,153.30784436475363
27.168,-33.99705957848323,61.16505957848323
2.2,-136.8773192546173,139.0773192546173
622.45,540.0277280481978,82.42227195180226
21.98,-57.2923223222424,79.2723223222424
161.568,197.31731507994505,-35.749315079945035
389.696,418.08436540089633,-28.388365400896305
18.648,217.40456680229204,-198.75656680229204
233.86,296.12012128636206,-62.26012128636205
620.6145,590.5546434844135,30.05985651558649
5.328,-47.01755664008033,52.34555664008033
258.072,263.5271574791491,-5.455157479149079
617.976,658.5699329053082,-40.59393290530818
10.56,-79.8480061967523,90.4080061967523
25.92,75.8604547185605,-49.9404547185605
419.68,258.0261024959991,161.6538975040009
11.688,-15.061786844124072,26.749786844124074
31.984,-44.33173077364313,76.31573077364314
177.225,172.09961716679936,5.125382833200632
4.044,-1.795487869984072,5.8394878699840715
7.408,-82.26052452753083,89.66852452753083
2001.86,1342.4133123485594,659.4466876514405
166.72,206.33353487097474,-39.613534870974746
47.88,144.44213959101967,-96.56213959101967
1503.25,1252.99058690657,250.2594130934301
25.92,33.48358973609493,-7.563589736094926
321.568,464.39746856645843,-142.82946856645844
7.61,-120.84424475243941,128.45424475243942
3347.37,1585.1124285761073,1762.2575714238926
80.58,173.511528253694,-92.931528253694
361.92,370.801045043705,-8.881045043705
12.132,321.1811084556275,-309.0491084556275
82.368,60.37190345459294,21.996096545407056
53.92,111.67056831646323,-57.75056831646323
647.904,511.99023290460536,135.91376709539463
20.37,-13.577504889595957,33.94750488959596
221.55,224.70886069947824,-3.1588606994782253
17.52,75.89396221788775,-58.37396221788775
1.624,40.84898440273059,-39.22498440273059
3059.982,3232.998477598384,-173.01647759838397
2519.958,1315.9924358460921,1203.965564153908
328.224,308.17138356432156,20.05261643567843
79.9,45.57432870088405,34.32567129911595
14.016,-20.365809385333478,34.381809385333476
7.56,140.81017026483073,-133.25017026483073
37.208,3.4813469569076005,33.7266530430924
57.576,35.39210406652501,22.183895933474993
725.84,698.1325715522363,27.707428447763732
209.93,286.0588965130812,-76.1288965130812
5.28,-41.16390823953952,46.443908239539525
10.92,-36.00815510904772,46.92815510904772
8.82,-93.70064166956217,102.52064166956217
5.98,-130.73536550879226,136.71536550879225
11.648,-61.78761698408675,73.43561698408675
18.176,39.655238311262565,-21.479238311262566
59.712,168.02731234798443,-108.31531234798443
24.84,-1.6232249512538601,26.46322495125386
2.08,147.202257388499,-145.12225738849898
1114.4,845.4788184245616,268.9211815754385
1038.84,795.1701552073484,243.66984479265147
141.76,159.18850738599735,-17.428507385997364
239.8,263.7474347245354,-23.947434724535412
31.104,149.44247056079485,-118.33847056079485
254.058,270.5573493100992,-16.499349310099205
194.528,250.73261141733838,-56.204611417338384
961.48,660.0016638668761,301.4783361331239
19.096,186.3495508676349,-167.25355086763489
18.496,236.20180363982877,-217.70580363982876
255.984,364.5679814841053,-108.5839814841053
86.97,77.52937153200423,9.440628467995765
300.416,375.31223532959666,-74.89623532959666
230.352,231.35100392605,-0.9990039260499941
218.352,209.7612505785155,8.590749421484503
78.6,131.6585449746492,-53.05854497464921
27.552,-13.00681947982207,40.55881947982207
32.4,95.08688231540896,-62.68688231540896
1082.48,699.7279718094813,382.7520281905187
56.91,34.91092757223305,21.999072427766947
77.6,92.63590157542421,-15.03590157542422
14.28,-94.81497529250464,109.09497529250464
219.075,196.52478094421917,22.550219055780815
26.8,-43.11785385642065,69.91785385642065
9.84,-14.433739233491906,24.273739233491906
45.48,18.8469707595209,26.633029240479097
289.2,316.8082506683879,-27.60825066838794
4.89,-132.59133966415948,137.48133966415946
15.136,22.199576561902177,-7.0635765619021775
466.768,712.7876117098006,-246.01961170980059
15.232,-90.81081168087144,106.04281168087144
6.264,-37.85021695936143,44.114216959361435
87.54,79.58585865773284,7.954141342267164
178.384,229.14728557911872,-50.76328557911873
15.552,-17.883797264444866,33.435797264444865
99.136,112.24043023300624,-13.10443023300624
135.882,332.388202764218,-196.50620276421802
3991.98,7346.3122348006455,-3354.3322348006454
275.94,308.3240906005592,-32.384090600559205
360.0,366.6517074389021,-6.651707438902122
43.57,14.838799585120114,28.731200414879886
7.16,-84.09354623386344,91.25354623386343
251.52,282.94194229768027,-31.42194229768026
99.99,199.50329342184523,-99.51329342184523
